DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,endereco,lat,location,lon,nao_considerados,nome_local,nome_munic,num_local,secoes,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
493,679,376,1895,SARACURUNA,25212690,"RUA 15 DE NOVEMBRO, S/N",-22.69947,"RUA 15 DE NOVEMBRO, S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",-43.30213,723,ESCOLA ESTADUAL PROFESSORA SARAH FARIA BRAZ,DUQUE DE CAXIAS,1767,5,0,81,0,1172,266,126
436,424,300,1373,BANANAL,25036120,"RUA DR. JOÃO CLEMENTINO, 817",-22.7619628,"RUA DR. JOÃO CLEMENTINO, 817, BANANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.3170198,513,ESCOLA MUNICIPAL DARCY VARGAS,DUQUE DE CAXIAS,1023,4,0,51,0,860,162,194
986,832,568,2716,PANTANAL,25040610,ESTRADA DO CALUNDU S/N - N.S. DO CARMO,-22.74649,"ESTRADA DO CALUNDU S/N - N.S. DO CARMO, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.32726,898,ESCOLA MUNICIPAL EULINA PINTO DE BARROS,DUQUE DE CAXIAS,1430,8,0,102,0,1818,228,79
470,732,373,1794,CAMPOS ELÍSEOS,25225000,RUA DAS TAMARINDAS S/N,-22.70328,"RUA DAS TAMARINDAS S/N, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.27861,592,ESCOLA MUNICIPAL DOUTOR MANOEL REIS,DUQUE DE CAXIAS,1031,5,0,56,0,1202,163,126
546,1695,671,3342,PARQUE ELDORADO,11111111,RUA PARANA 5 E 6,-22.63571,"RUA PARANA 5 E 6, PARQUE ELDORADO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3053946,1101,CENTRO EDUCACIONAL RENASCER,DUQUE DE CAXIAS,1058,9,0,91,0,2241,339,128
448,401,422,1472,JARDIM 25 DE AGOSTO,25070390,"RUA TUIUTI, 257",-22.7861072,"RUA TUIUTI, 257, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3062282,623,ESCOLA ESTADUAL MUNICIPALIZADA MANOEL JOAQUIM SALGUEIRO,DUQUE DE CAXIAS,1104,5,0,37,0,849,164,66
625,545,429,1819,JARDIM OLAVO BILAC,25036460,"RUA OTAVIO CARNEIRO, S/N",-22.76164,"RUA OTAVIO CARNEIRO, S/N, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",-43.32189,649,ESCOLA MUNICIPAL GUSTAVO AMBRUST,DUQUE DE CAXIAS,1112,5,0,44,0,1170,176,194
1013,388,473,2013,PRAINHA,25011350,AV. PERIMETRAL ALCANTARA S/N,-22.79902,"AV. PERIMETRAL ALCANTARA S/N, PRAINHA, DUQUE DE CAXIAS, Rio de Janeiro",-43.32626,612,CIEP DA PRAINHA (CIEP- 198 PROFª. ROZA FERREIRA DE MATOS),DUQUE DE CAXIAS,1341,6,0,30,0,1401,109,103
413,435,263,1363,SANTA LÚCIA,25271000,"AV. AUTOMÓVEL CLUB, KM 56",-22.62206,"AV. AUTOMÓVEL CLUB, KM 56, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.21491,515,CIEP 330 - MARIA DA GLÓRIA CORREA LEMOS - ESMERALDO BERÇÁCOLLO,DUQUE DE CAXIAS,1325,4,0,73,0,848,179,127
193,629,222,1181,JARDIM ROTSEN,25272030,"AV. AUTOMÓVEL CLUB, S/N KM 52",-22.6428,"AV. AUTOMÓVEL CLUB, S/N KM 52, JARDIM ROTSEN, DUQUE DE CAXIAS, Rio de Janeiro",-43.28045,359,ESCOLA MUNICIPAL ALMIRANTE TAMANDARÉ,DUQUE DE CAXIAS,1384,4,0,34,0,822,103,127
421,1113,698,2467,JARDIM ANHANGÁ,25264000,"RUA VIOLETA, S/N",-22.64548,"RUA VIOLETA, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",-43.2328,933,ESCOLA MUNICIPAL GENERAL MOURÃO FILHO,DUQUE DE CAXIAS,1058,7,0,63,0,1534,172,127
687,582,660,2186,JARDIM 25 DE AGOSTO,25071190,"RUA MARECHAL DEODORO, 477",-22.7907134,"RUA MARECHAL DEODORO, 477, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.306866,917,CLUB DOS 500,DUQUE DE CAXIAS,1031,6,0,64,0,1269,193,66
601,612,686,2122,ITATIAIA,25070000,RUA ALBERTO TORRES 155,-22.7799688,"RUA ALBERTO TORRES 155, ITATIAIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.3057886,909,FUNDAÇÃO DE APOIO À ESCOLA TÉCNICA - FAETEC,DUQUE DE CAXIAS,1074,8,0,51,0,1213,172,200
605,322,365,1481,CENTRO,25010180,"RUA DEPUTADO SOARES FILHO,218",-22.7883504,"RUA DEPUTADO SOARES FILHO,218, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3157649,554,PRIMEIRA IGREJA BATISTA DE DUQUE DE CAXIAS,DUQUE DE CAXIAS,1481,6,0,42,0,927,147,103
777,1150,494,2712,JARDIM GRAMACHO,25055030,RUA CONDEUBA S/N,-22.76042,"RUA CONDEUBA S/N, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.28278,785,ESCOLA MUNICIPAL JARDIM GRAMACHO,DUQUE DE CAXIAS,1309,7,0,60,0,1927,231,78
1369,1663,1136,5034,JARDIM PRIMAVERA,25215255,AV. EMILIO DE MENEZES S/N,-22.68315,"AV. EMILIO DE MENEZES S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",-43.27879,2002,CIEP 369 JORNALISTA SANDRO MOREYRA,DUQUE DE CAXIAS,1104,13,0,187,0,3032,679,126
107,315,130,663,CHACARAS ARCAMPO,25251070,"RUA DO SERRADO, SN",-22.6529,"RUA DO SERRADO, SN, CHACARAS ARCAMPO, DUQUE DE CAXIAS, Rio de Janeiro",-43.27757,241,ESCOLA MUNICIPAL MEXICO,DUQUE DE CAXIAS,1260,2,0,27,0,422,84,128
528,280,252,1193,PARQUE FLUMINENSE,25045100,ESTRADA DO CHINA LOTE 10 QUADRA J,-22.73086,"ESTRADA DO CHINA LOTE 10 QUADRA J, PARQUE FLUMINENSE, DUQUE DE CAXIAS, Rio de Janeiro",-43.3184,385,ESCOLA ESTADUAL PROFESSORA CORDÉLIA PAIVA,DUQUE DE CAXIAS,2186,3,0,35,0,808,98,79
1252,649,676,2821,PARQUE LAGUNA E DOURADOS,25011320,RUA JOSE LUIZ RODRIGUES CALAZANS 355,-22.7967554,"RUA JOSE LUIZ RODRIGUES CALAZANS 355, PARQUE LAGUNA E DOURADOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.2926402,920,ESCOLA MUNICIPAL LAGUNAS E DOURADOS (PROFº. ROMEU MENEZES DOS SANTOS,DUQUE DE CAXIAS,1457,8,0,69,0,1901,175,103
673,602,355,1973,CAMPOS ELÍSEOS,25225592,RUA MARANHAO 90,-22.7032931,"RUA MARANHAO 90, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.2711676,698,ESCOLA MUNICIPAL MARILANDIA,DUQUE DE CAXIAS,1228,5,0,81,0,1275,262,126
229,660,281,1377,SANTA CRUZ DA SERRA,25240000,"RUA 20, LOTE 12, QUADRA 23",-22.64278,"RUA 20, LOTE 12, QUADRA 23, SANTA CRUZ DA SERRA, DUQUE DE CAXIAS, Rio de Janeiro",-43.28042,488,ESCOLA MUNICIPAL PEDRO PAULO DA SILVA,DUQUE DE CAXIAS,1252,5,0,52,0,889,155,128
685,898,685,2604,GRAMACHO,25035240,AV. RIO BRANCO 20,-22.7521594,"AV. RIO BRANCO 20, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3054263,1021,ESCOLA MUNICIPAL RUY BARBOSA,DUQUE DE CAXIAS,1040,7,0,97,0,1583,239,194
608,622,391,1966,JARDIM PRIMAVERA,25213340,RUA GERALDO ROCHA S/N,-22.67351,"RUA GERALDO ROCHA S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",-43.27132,736,ESCOLA MUNICIPAL ANTON DWORSAK,DUQUE DE CAXIAS,1759,5,0,71,0,1230,274,126
463,239,251,1077,PARQUE FELICIDADE,25080100,RUA PROFESSOR CARLOS LAET 57,-22.7822881,"RUA PROFESSOR CARLOS LAET 57, PARQUE FELICIDADE, DUQUE DE CAXIAS, Rio de Janeiro",-43.2990392,375,COLÉGIO FLAMA - UNIDADE SANTA CLARA,DUQUE DE CAXIAS,1309,3,0,28,0,702,96,66
993,907,707,2977,JARDIM LEAL,25035610,RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL),-22.75811,"RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL), JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.31528,1077,ESCOLA ESTADUAL FIDELIS MEDEIROS,DUQUE DE CAXIAS,1090,8,0,79,0,1900,291,194
837,492,596,2128,CENTRO,25010090,AV. DR. MANOEL TELLES 98,-22.7893449,"AV. DR. MANOEL TELLES 98, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3112711,799,COLEGIO CARLOS GOMES,DUQUE DE CAXIAS,1147,6,0,48,0,1329,155,103
931,720,613,2626,BANANAL,25035030,AV. FRANCISCO FALEIRO DE FREITAS LIMA 194,-22.76621,"AV. FRANCISCO FALEIRO DE FREITAS LIMA 194, BANANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.30984,975,ESCOLA ESTADUAL GETULIO VARGAS,DUQUE DE CAXIAS,1015,7,0,91,0,1651,271,194
296,260,251,927,CENTRO,25070020,"RUA ARTHUR GOULART, 124",-22.7834139,"RUA ARTHUR GOULART, 124, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3078052,371,SENAI - SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL,DUQUE DE CAXIAS,1333,3,0,26,0,556,94,66
998,1351,828,3569,JARDIM GRAMACHO,25055120,RUA AVARE 19,-22.7591437,"RUA AVARE 19, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2782466,1220,ESCOLA ESTADUAL LARA VILELA,DUQUE DE CAXIAS,1147,9,0,125,0,2349,267,78
514,638,420,1730,CENTENÁRIO,25080460,RUA DA MINA 960,-22.77263,"RUA DA MINA 960, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3103,578,ESCOLA ESTADUAL SENHOR DO BONFIM,DUQUE DE CAXIAS,1066,5,0,40,0,1152,118,77
263,287,161,786,VILA SÃO LUIS,25065155,"RUA 21 DE ABRIL, 250 (ESQ. COM R. TREZE DE MAIO)",-22.7708255,"RUA 21 DE ABRIL, 250 (ESQ. COM R. TREZE DE MAIO), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",-43.2948178,236,ESCOLA MUNICIPAL 21 DE ABRIL,DUQUE DE CAXIAS,1414,3,0,18,0,550,57,200
654,1042,536,2574,SARAPUÍ,25050100,"AV. REPUBLICA DO PARAGUAI, 120",-22.6955479,"AV. REPUBLICA DO PARAGUAI, 120, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",-43.2951333,878,(ESCOLA DO FUTURO) INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA,DUQUE DE CAXIAS,1341,7,0,68,0,1696,274,78
289,1343,563,2348,CAPIVARI,25245230,AV. MARQUES DE BARBACENA LT 18/19 QD 3,-22.64157,"AV. MARQUES DE BARBACENA LT 18/19 QD 3, CAPIVARI, DUQUE DE CAXIAS, Rio de Janeiro",-43.33765,716,ESCOLA MUNICIPAL PARQUE CAPIVARI,DUQUE DE CAXIAS,1503,7,0,48,0,1632,105,126
854,998,587,2753,PARQUE COMERCIAL,25041700,RUA ANTONIO GONCALVES MARTINS QD 7 LT 18,-22.73802,"RUA ANTONIO GONCALVES MARTINS QD 7 LT 18, PARQUE COMERCIAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.32144,901,ESCOLA MUNICIPAL CORONEL ELISEU,DUQUE DE CAXIAS,1775,8,0,76,0,1852,238,79
363,250,232,948,VILA ITAMARATI,25070180,"RUA CAIBAR SCHUTEL, 837",-22.7795691,"RUA CAIBAR SCHUTEL, 837, VILA ITAMARATI, DUQUE DE CAXIAS, Rio de Janeiro",-43.2995061,335,INSTITUTO PRESBITERIANO - ECO,DUQUE DE CAXIAS,1406,4,0,21,0,613,82,200
18,66,45,136,JARDIM SAO LOURENCO,25243150,ESTRADA SAO LOURENCO 5003,-22.60137,"ESTRADA SAO LOURENCO 5003, JARDIM SAO LOURENCO, DUQUE DE CAXIAS, Rio de Janeiro",-43.34405,52,ESCOLA MUNICIPAL PRESIDENTE VARGAS,DUQUE DE CAXIAS,1171,1,0,1,0,84,6,128
472,419,242,1341,COPACABANA,25060250,RUA TOMAS ANTONIO GONZAGA 1845,-22.76377,"RUA TOMAS ANTONIO GONZAGA 1845, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",-43.30278,450,ESCOLA ESTADUAL ZUMBI DOS PALMARES,DUQUE DE CAXIAS,1279,4,0,42,0,891,166,78
592,536,405,1699,CORTE OITO,25030020,RUA VASSOURAS 154,-22.7698294,"RUA VASSOURAS 154, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",-43.308428,571,CENTRO DE FORMAÇÃO EDUCACIONAL JEAN PIAGET,DUQUE DE CAXIAS,1139,5,0,33,0,1128,133,77
908,1071,536,2901,PILAR,25040610,AV. N. S. DO PILAR 300,-22.7031283,"AV. N. S. DO PILAR 300, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.2975371,922,ESCOLA MUNICIPAL NOSSA SENHORA DO PILAR,DUQUE DE CAXIAS,1694,8,0,94,0,1979,292,79
318,384,210,1094,PARADA ANGÉLICA,25272000,"AV. FERNANDO FIGUEIREDO, SN",-22.62034,"AV. FERNANDO FIGUEIREDO, SN, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",-43.20199,392,ESCOLA ESTADUAL PARADA ANGÉLICA,DUQUE DE CAXIAS,1406,3,0,64,0,702,118,127
968,898,706,2960,JARDIM OLAVO BILAC,25036270,RUA DEPUTADO ALMEIDA FRANCO S/N,-22.77117,"RUA DEPUTADO ALMEIDA FRANCO S/N, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",-43.32397,1094,ESCOLA MUNICIPAL DOUTOR RICARDO AUGUSTO DE AZEREDO,DUQUE DE CAXIAS,1244,8,0,92,0,1866,296,194
1045,436,489,2211,COVANCA,25015500,ESTRADA DA COVANCA S/N,-22.91468,"ESTRADA DA COVANCA S/N, COVANCA, DUQUE DE CAXIAS, Rio de Janeiro",-43.3461,730,ESCOLA ESTADUAL OSWALDO CRUZ,DUQUE DE CAXIAS,1392,6,0,49,0,1481,192,103
309,232,279,937,PERIQUITOS,25025340,"RUA IGARAPÉ, 130",-22.7806032,"RUA IGARAPÉ, 130, PERIQUITOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.3258268,396,JARDIM ESCOLA TIA RÉGIA,DUQUE DE CAXIAS,1392,3,0,30,0,541,87,77
654,927,636,2588,GRAMACHO,25035180,"RUA JOAQUIM JOSE SOARES, S/N",-22.75665,"RUA JOAQUIM JOSE SOARES, S/N, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.30534,1007,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,DUQUE DE CAXIAS,1066,7,0,78,0,1581,293,194
526,263,219,1130,PARQUE BEIRA MAR,25085420,"RUA FRANCISCO ALVES, SN",-22.79198,"RUA FRANCISCO ALVES, SN, PARQUE BEIRA MAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.28953,341,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,DUQUE DE CAXIAS,1384,3,0,32,0,789,90,66
485,458,304,1440,JARDIM OLAVO BILAC,25036040,"RUA CASSIPORE, 114",-22.7620596,"RUA CASSIPORE, 114, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",-43.3158196,497,JARDIM ESCOLA REINO DA CULTURA - PREDIO II,DUQUE DE CAXIAS,1171,4,0,43,0,943,150,194
302,415,356,1271,NOVA CAMPINAS,25266000,"RUA B, QD 12 LT 17 E 23",-22.64677,"RUA B, QD 12 LT 17 E 23, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",-43.23369,554,ESCOLA MUNICIPAL NOVA CAMPINAS - CAIXA DÁGUA,DUQUE DE CAXIAS,1449,4,0,67,0,717,131,127
341,413,262,1183,DOUTOR LAUREANO,25050520,RUA PORTO SEGURO S/N,-22.76339,"RUA PORTO SEGURO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",-43.29462,429,ESCOLA MUNICIPAL ANA NERI,DUQUE DE CAXIAS,1058,3,0,42,0,754,125,78
482,593,448,1706,CENTENÁRIO,25030040,RUA DR. OTAVIO ASCOLI S/N,-22.77375,"RUA DR. OTAVIO ASCOLI S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.31255,631,ESCOLA MUNICIPAL HERMÍNIA CALDAS DA SILVA,DUQUE DE CAXIAS,1104,5,0,53,0,1075,130,77
654,604,403,1859,DOUTOR LAUREANO,25065170,RUA LEANDRO DA MOTA 1150,-22.7681323,"RUA LEANDRO DA MOTA 1150, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2944155,601,COLÉGIO ESTADUAL EVANGELINA PORTO DA MOTTA,DUQUE DE CAXIAS,1074,5,0,63,0,1258,135,78
287,629,308,1393,PARADA MORABI,25260000,"RUA DA LAPA, LOTES 13 E 14",-22.657934,"RUA DA LAPA, LOTES 13 E 14, PARADA MORABI, DUQUE DE CAXIAS, Rio de Janeiro",-43.2330128,477,ESCOLA MUNICIPAL CAPITÃO FUZILEIRO NAVAL EDUARDO GOMES DE OLIVEIRA,DUQUE DE CAXIAS,1392,4,0,52,0,916,117,127
296,807,334,1614,JARDIM ANHANGÁ,25264000,"RUA M, LT 32 QD 59",-22.64816,"RUA M, LT 32 QD 59, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",-43.23765,511,ESCOLA MUNICIPAL JARDIM ANHANGÁ - CEJA,DUQUE DE CAXIAS,1422,4,0,63,0,1103,114,127
239,523,322,1189,JARDIM GRAMACHO,25055260,"RUA RUI BARBOSA, S/N",-22.75377,"RUA RUI BARBOSA, S/N, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.28303,427,CIEP 218 - MINISTRO HERMES DE LIMA,DUQUE DE CAXIAS,1333,3,0,32,0,762,73,78
74,31,34,146,PARQUE BEIRA MAR,25000000,"RUA PEREIRA PASSOS, S/N",-22.79476,"RUA PEREIRA PASSOS, S/N, PARQUE BEIRA MAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.28706,41,ESCOLA MUNICIPAL PROFESSOR JOSÉ DE SOUZA HERDY,DUQUE DE CAXIAS,1449,1,0,3,0,105,4,200
280,204,199,775,JARDIM LEAL,25035585,RUA TAGORE LT 15 QD 34,-22.78741,"RUA TAGORE LT 15 QD 34, JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.31298,291,COL. GASPARI TOPINI,DUQUE DE CAXIAS,1279,3,0,25,0,484,67,194
565,384,408,1509,BEIRA MAR,25085485,RUA FELISBERTO FREIRE S/N,-22.79246,"RUA FELISBERTO FREIRE S/N, BEIRA MAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.29331,560,ESCOLA MUNICIPAL JOAQUIM DA SILVA PEÇANHA,DUQUE DE CAXIAS,1325,4,0,31,0,949,121,66
131,523,132,861,SANTO ANTONIO,25253550,"AV. BEIRA SERRA, 95",-22.60404,"AV. BEIRA SERRA, 95, SANTO ANTONIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.27356,207,ESCOLA MUNICIPAL SANTO AMARO,DUQUE DE CAXIAS,1210,3,0,21,0,654,54,128
741,597,693,2291,SÃO BENTO,25045010,AV. PRES. KENNEDY 9422,-22.7206399,"AV. PRES. KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.320019,953,FEUDUC,DUQUE DE CAXIAS,1244,7,0,59,0,1338,201,79
316,274,313,1032,JARDIM 25 DE AGOSTO,25071190,RUA MARECHAL DEODORO 1119,-22.6144827,"RUA MARECHAL DEODORO 1119, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2322516,442,INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL,DUQUE DE CAXIAS,1066,3,0,24,0,590,105,66
